カテゴリ,管理番号,施設名,郵便番号,所在地,法人・団体名,開設年月日,有効開始日,有効終了日
歯科診療所,,原田歯科医院,520-1632,高島市今津町桜町一丁目6-1,,2008-01-01,,
歯科診療所,,たつなみ歯科医院,520-1605,高島市今津町南新保165番地,,2001-12-01,,
歯科診療所,,横木歯科医院,520-1212,高島市安曇川町西万木793,,1979-04-01,,
歯科診療所,,歯科山本医院,520-1212,高島市安曇川町西万木641-13,,1994-07-01,,
歯科診療所,,おおやま歯科クリニック,520-1214,高島市安曇川町末広3-8,,1998-04-11,,
歯科診療所,,なかの歯科,520-1214,高島市安曇川町末広4-40-1,医療法人 なかの歯科,2025-04-01,,
歯科診療所,,あだち歯科クリニック,520-1212,高島市安曇川町西万木大将軍811,,2002-04-15,,
歯科診療所,,金田歯科医院,520-1111,高島市鴨2908,,1994-11-04,,
歯科診療所,,藤本歯科医院,520-1522,高島市新旭町新庄625-1,,2008-01-01,,
歯科診療所,,うえはら歯科,520-1501,高島市新旭町旭1-9-4,,2001-06-01,,
歯科診療所,,医療法人社団四葉会　まつだ内科歯科クリニック,520-1501,高島市新旭町旭696,医療法人社団四葉会 松田歯科医院,2011-08-01,,
歯科診療所,,桜井歯科医院,520-1813,高島市マキノ町高木浜1－3－5,,2021-06-01,,
歯科診療所,,野上歯科医院,520-1501,高島市新旭町旭2丁目2-4,医療法人野上歯科医院,2022-12-01,,
歯科診療所,,安原歯科医院,520-1217,高島市安曇川町田中45-3,,2022-12-21,,
歯科診療所,,医療法人前川歯科医院,520-1621,高島市今津町弘川253,医療法人前川歯科医院,2023-01-01,,
歯科診療所,,たむら歯科・こども矯正歯科,520-1214,高島市安曇川町末広三丁目３－１,,2025-09-01,,
歯科技工所,25-2-1,歯科技工物製作所 ケンデン,525-0029,草津市下笠町816-16,,H14. 3. 1,,
歯科技工所,25-2-2,トライデント,525-0029,草津市下笠815-8西村ビル２階,,H13.12.18,,
歯科技工所,25-2-3,湖南歯科技工所,525-0036,草津市草津町1746,,S53. 8. 1,,
歯科技工所,25-2-4,草津ﾃﾞﾝﾀﾙ,525-0041,草津市青地町724,,H 3. 4. 1,,
歯科技工所,25-2-5,ｼﾊﾞﾀ歯科技工所,525-0051,草津市木川町1005番地,,H 1. 3.13,,
歯科技工所,25-2-6,山木ﾃﾞﾝﾀﾙ･ﾗﾎﾞﾗﾄﾘｰ,525-0051,草津市木川町796-4,,S58.11.12,,
歯科技工所,25-2-7,柴田歯科技工所,525-0051,草津市木川町1005,,H12. 1 12,,
歯科技工所,25-2-8,だんばら歯科工房,525-0055,草津市野路八丁目11-3,,H 3. 4.15,,
歯科技工所,25-2-9,ﾜｯﾂｸﾘｴｲﾃｲﾝｸﾞｶﾝﾊﾟﾆｰ,525-0055,草津市野路町2113,,H 9. 6.10,,
歯科技工所,25-2-10,奥田ﾃﾞﾝﾀﾙｸﾗﾌﾄ,525-0056,草津市南笠町1194,,H 3. 2.25,,
歯科技工所,25-2-11,ＷＥＬＬ ＤＥＮＴＡＬ ＰＲＯ,525-0067,草津市新浜町8-10,,H18.5.11,,
歯科技工所,25-2-12,Yac dental laboratory,525-0037,草津市上笠2丁目3-9,,H27.11.12,,
歯科技工所,25-2-13,園田ﾃﾞﾝﾀﾙｸﾗﾌﾄ,525-0034,草津市草津二丁目14-32,,H 4. 1.21,,
歯科技工所,25-2-14,株式会社エイコー桐生,525-0043,草津市馬場町字岩河原1100番地9,株式会社エイコー桐生,H31.2.5,,
歯科技工所,25-2-15,デンタルアシスト,525-0048,草津市追分南2丁目16-10,,H18.12.1,,
歯科技工所,25-2-16,ごうデンタルラボ,525-0032,草津市大路2丁目7-16,,R2.8.13,,
歯科技工所,25-2-17,株式会社 玉ラボ,525-0066,草津市矢橋町1257-4,株式会社 玉ラボ,H13.5.10,,
歯科技工所,25-2-18,Belleclore Petit Lab,525-0032,草津市大路1丁目7-1-111,,H11.5.12,,
歯科技工所,25-2-19,有限会社エヌ・ディー・エル,524-0002,守山市小島町1809-9,,H 2.11. 8,,
歯科技工所,25-2-20,デンティック クラフト,524-0001,守山市川田町1792-3,,H13. 3. 1,,
歯科技工所,25-2-21,カズデンタルファクトリー,524-0022,守山市守山2-11-17,,H12. 1. 1,,
歯科技工所,25-2-22,有限会社ソロモン,524-0037,守山市梅田町4-31,,S63. 2.22,,
歯科技工所,25-2-23,有限会社滋賀ﾃﾞﾝﾀﾙ･ﾗﾎﾞﾗﾄﾘｰ,524-0044,守山市古高町98-6,,S55. 2. 4,,
歯科技工所,25-2-24,Ｍａｅｄａ Ｄｅｎｔａｌ Ｌａｂｏｒａｔｏｒｙ,524-0061,守山市赤野井町1612,,H 5. 9. 7,,
歯科技工所,25-2-25,ﾊﾟｰﾙﾃﾞﾝﾀﾙﾓﾘﾔﾏ,524-0062,守山市杉江町383-1,,S59.10. 1,,
歯科技工所,25-2-26,歯科技工所メタルファーム,524-0101,守山市今浜町2764,,H13. 1. 1,,
歯科技工所,25-2-27,株式会社イマイ,524-0101,守山市今浜町224,,H 3. 7. 3,,
歯科技工所,25-2-28,近江ﾃﾞﾝﾀﾙｱｰﾄ,524-0102,守山市水保町1154-1,,H11. 3.31,,
歯科技工所,25-2-29,イシダデンタル,524-0014,守山市石田町１３１,,H17.11.1,,
歯科技工所,25-2-30,デンタル・ハウス,524-0033,守山市浮気町336-1,,H20.6.1,,
歯科技工所,25-2-31,デンタルラボ 十念,524-0046,守山市今宿町2丁目6-20,,H20.9.22,,
歯科技工所,25-2-32,デンタルアートシン,524-0102,守山市水保町1480-39,,H21.9.24,,
歯科技工所,25-2-33,ラボトリー植田,524-0014,守山市石田町131,,H23.3.22,,
歯科技工所,25-2-34,株式会社 Ｄ－ｂａｓｅ,524-0021,守山市吉身6丁目5番6号,株式会社Ｄ－ｂａｓｅ,H23.1.21,,
歯科技工所,25-2-35,Gunners Dental Lab,524-0102,守山市水保町1423-27,,H26.4.14,,
歯科技工所,25-2-36,eight デンタル ラボ,524-0014,守山市石田町１３１,,H26.10.1,,
歯科技工所,25-2-37,デンタル工房 あすなろ,524-0004,守山市笠原町1084番地3,,H27.4.30,,
歯科技工所,25-2-38,㈱ 匠,524-0102,守山市水保町2222番地,株式会社匠,H27.9.20,,
歯科技工所,25-2-39,PURE DENTAL ART,524-0044,守山市古高町127-16,,H30.11.2,,
歯科技工所,25-2-40,K.D.A.L.,524-0211,守山市小浜町801-1,,H20.7.1,,
歯科技工所,25-2-41,株式会社 D-cloud,524-0021,守山市吉身6丁目5番6号 3Ｆ,株式会社 D-cloud,R2.1.1,,
歯科技工所,25-2-42,つぐラボ,524-0001,守山市川田町1792-3,,44722,,
歯科技工所,25-2-43,りんしょう株式会社,524-0033,守山市浮気町346-20,りんしょう株式会社,44346,,
歯科技工所,25-2-44,株式会社ワシ栗東,520-3013,栗東市目川861-3,株式会社 ワシ栗東,S56. 7.21,,
歯科技工所,25-2-45,ﾃﾞﾝﾀﾙｱｰﾄGOTOH,520-3022,栗東市上鈎426,,H 5. 3.31,,
歯科技工所,25-2-46,ﾌｸｼﾏ･ﾃﾞﾝﾀﾙ,520-3024,栗東市小柿8-3-3,,H 2. 9. 1,,
歯科技工所,25-2-47,株式会社オーシー,520-3031,栗東市小柿5丁目10-11-2-1-2F,株式会社オーシー,H20.10.30,,
歯科技工所,25-2-48,有限会社デンタルワークス,520-3013,栗東市目川843-2,,H18.5.1,,
歯科技工所,25-2-49,ティース工房,520-3042,栗東市辻457,,39448,,
歯科技工所,25-2-50,Grit Dental Laboratory,520-3035,栗東市霊仙寺３丁目1-37 2Ｆ,,45817,,
歯科技工所,25-2-51,デンタルリーブ野洲,520-2304,野洲市永原1107-28,,H15.11.1,,
歯科技工所,25-2-52,清原ﾃﾞﾝﾀﾙﾗﾎﾞﾗﾄﾘｰ,520-2331,野洲市小篠原965-6,,H 6. 4. 1,,
歯科技工所,25-2-53,株式会社アイテック,525-2415,野洲市須原206,株式会社アイテック,H25.6.21,,
歯科技工所,25-2-54,ksg,520-2341,野洲市行畑一丁目8-31,,H23.5.1,,
歯科技工所,25-2-55,株式会社ａｄｖｅｘ,520-2324,野洲市近江富士3-6-28,株式会社ａｄｖｅｘ,40575,,
歯科技工所,25-2-56,有限会社サンデンタルラボラトリー,520-2342,野洲市野洲1748番地５,有限会社サンデンタルラボラトリー,H23.1.1,,
歯科技工所,25-2-57,ヤマモトデンタルラボ,520-2331,野洲市小篠原1552,,H.30.1.19,,
歯科技工所,25-2-58,Foresta Lab,520-2301,野洲市小南471-65,,H.30.1.22,,
歯科技工所,25-2-59,馬杉デンタルラボ,520-2321,野洲市北桜759-3,,R3.3.1,,
歯科技工所,25-2-60,京セラメディカル インプラント デジタルセンター,520-2362,野洲市市三宅800 京セラ株式会社 野洲工場,京セラメディカル株式会社,R7.4.11,,
歯科技工所,25-3-1,辻歯研,520-3413,甲賀市甲賀町油日２２１６－４９,,H27.1.1,,
歯科技工所,25-3-2,鷲尾デンタル・ラボスタジオ,520-3414,甲賀市甲賀町大久保８１２,,H5.4.18,,
歯科技工所,25-3-3,大林デンタルラボ,520-3434,甲賀市甲賀町高野５２４－２,,H22.4.1,,
歯科技工所,25-3-4,ラボ輝,520-3303,甲賀市甲南町上馬杉９６０,,S61.5.16,,
歯科技工所,25-3-5,ニューズ デンタルラボラトリー,520-3308,甲賀市甲南町野田５９９,,M33.1.0,,
歯科技工所,25-3-6,杉本歯研,529-1834,甲賀市信楽町杉山６７０,,S60.8.28,,
歯科技工所,25-3-7,デンタル フュージョン,529-1851,甲賀市信楽町長野３７０番地１,,H15.12.12,,
歯科技工所,25-3-8,西小路デンタルラボラトリー,528-0212,甲賀市土山町南土山甲７０３,,S64.1.5,,
歯科技工所,25-3-9,ウカイラボ,528-0041,甲賀市水口町虫生野７４６,,H7.1.14,,
歯科技工所,25-3-10,池田歯科技工所,528-0022,甲賀市水口町梅ヶ丘６－３９,,H3.12.1,,
歯科技工所,25-3-11,DENTAL CRAFT,528-0054,甲賀市水口町酒人７６６,,H10.8.20,,
歯科技工所,25-3-12,Dental Art SASAYAMA,528-0035,甲賀市水口町山６７８－７０,,H5.11.22,,
歯科技工所,25-3-13,青木デンタルクラフト,520-3106,湖南市石部中央四丁目１－２３,,H18.3.16,,
歯科技工所,25-3-14,石田歯科技工所,520-3242,湖南市サイドタウン二丁目３番３１号,,H13.11.1,,
歯科技工所,25-3-15,アオキデンタルラボラトリー,520-3221,湖南市三雲１３１３－５,,H14.12.25,,
歯科技工所,25-3-16,藤本デンタルオフィス,520-3237,湖南市柑子袋西三丁目13番19号,,平成１５年７月,,
歯科技工所,25-3-17,内貴デンタルスタジオ,520-3221,湖南市三雲１４９６－５５,,H5.3.8,,
歯科技工所,25-3-18,（株）カクキチ,520-3201,湖南市下田１６１７,（株）カクキチ,H23.11.21,,
歯科技工所,25-3-19,村島デンタル・ラボラトリー,529-1831,甲賀市信楽町西３９８番地,,S60.7.1,,
歯科技工所,25-3-20,中川デンタルラボ,520-3201,甲賀市信楽町宮町６０８,,H26.5.5,,
歯科技工所,25-3-21,ｉｗｏｋｋｕ,520-3322,甲賀市甲南町深川１３４－７,,R2.12.11,,
歯科技工所,25-3-22,株式会社 oral design,520-3248,湖南市菩提寺西三丁目11番26号,,R3.3.31,,
歯科技工所,25-3-23,ダイケンデンタルラボ,528-0067,甲賀市水口町山９９,,R5.3.7,,
歯科技工所,25-4-1,吉川デンタルラボラトリー,523-0884,近江八幡市北末町２,,S47.11.25,,
歯科技工所,25-4-2,アイデンタルラボラトリー,523-0058,近江八幡市加茂町１１１７－３,,S58.10.1,,
歯科技工所,25-4-3,（有）中森デンタルラボラトリー,523-0892,近江八幡市出町４２３－２,,H7.2.8,,
歯科技工所,25-4-4,エー・ディー・エス,523-0063,近江八幡市十王町７６７,,H20.6.16,,
歯科技工所,25-4-5,西倉デンタルセラミックス,523-0808,近江八幡市長命寺町２９－８,,H21.7.15,,
歯科技工所,25-4-6,戸井歯科補綴研究所,521-1321,近江八幡市安土町桑実寺３５８,,S50.4.14,,
歯科技工所,25-4-7,Ｊ．デンタルアート,521-1351,近江八幡市安土町常楽寺３８－３５,,H2.5.24,,
歯科技工所,25-4-8,ラボラトリー植田,523-0892,近江八幡市出町２２８－２６,,H30.5.16,,
歯科技工所,25-4-9,矢守技研,527-0004,東近江市建部堺町２９４－７,,H2.1.8,,
歯科技工所,25-4-10,イチダデンタルオフィス,527-0017,東近江市昭和町１－１８住井第二歯科医院気付,,H12.2.1,,
歯科技工所,25-4-11,金村歯研,527-0227,東近江市石谷町５２８－２０,,H13.2.1,,
歯科技工所,25-4-12,デンタル・ラボ・アクア,529-1435,東近江市五個荘伊野部町５６８,,H13.1.22,,
歯科技工所,25-4-13,大辻デンタルラボラトリー,521-1222,東近江市佐野町５６９－９,,S61.11.1,,
歯科技工所,25-4-14,神崎歯科製作所,521-1213,東近江市神郷町１１０９,,H2.4.10,,
歯科技工所,25-4-15,にしきの補綴工房,521-1245,東近江市栗見出在家町７９１,,H7.4.10,,
歯科技工所,25-4-16,北川歯科補綴研究所,521-1212,東近江市種町６４５－１２８,,H8.3.1,,
歯科技工所,25-4-17,平井歯科技工所,527-0074,東近江市市辺町１０７１－１,,H12.4.1,,
歯科技工所,25-4-18,GIKOUYAいぐち,521-1221,東近江市垣見町５４３－１,,H21.6.8,,
歯科技工所,25-4-19,Noya・Dental・Art,527-0028,東近江市八日市金屋３－４－２,,H21.7.20,,
歯科技工所,25-4-20,中村総研デンタルケア（株）,527-0074,東近江市市辺町２３９６,,H24.1.1,,
歯科技工所,25-4-21,辻野デンタルラボ能登川,521-1222,東近江市佐野町４６３－２１,,H26.4.1,,
歯科技工所,25-4-22,Prime Dental Laboratory,521-1222,東近江市佐野町４６３－５,,H27.4.1,,
歯科技工所,25-4-23,英樹工房,527-0137,東近江市西菩提寺町２５７,,H21.1.7,,
歯科技工所,25-4-24,小森デンタルラボラトリー,529-1610,日野町奥之池８６０,,H6.1.10,,
歯科技工所,25-4-25,タツヤマインターナショナル,529-1601,日野町松尾１－７－３,,H21.12.11,,
歯科技工所,25-4-26,ラボハウスカカ,,,,H7.7.16,,
歯科技工所,25-4-27,Oral Bio Design株式会社,529-1431,東近江市五個荘山本町２２０番地,,H30.8.28,,
歯科技工所,25-4-28,ゴンマツデンタルラボ合同会社,521-1235,東近江市伊庭町２３０３,ゴンマツデンタルラボ合同会社,R5.12.28,,
歯科技工所,25-4-29,合同会社PAZAPA,527-0221,東近江市上二俣町１１０５,合同会社PAZAPA,H30.7.5,,
歯科技工所,25-4-30,KDL(コナカ デンタルラボラトリー),523-0083,近江八幡市舟木町1289－2,,R4.4.14,,
歯科技工所,25-4-31,デンタル ラボ Sin,527-0125,東近江市小田苅町２２７８－２５,,R3.3.29,,
歯科技工所,25-4-32,ラボハウス コバヤシ,521-1212,東近江市種町1720番地６９,,R3.3.30,,
歯科技工所,25-5-1,岡本歯科技工所,522-0024,彦根市正法寺町128,,S57.4.15,,
歯科技工所,25-5-2,宮川デンタルラボラトリー,529-1315,愛知郡愛荘町沓掛339,,S57.7.15,,
歯科技工所,25-5-3,有限会社タキイ・デンタル・アート,521-1124,彦根市野良田町320,有限会社タキイ・デンタル・アート,S59.8.1,,
歯科技工所,25-5-4,ファイン・デンタル,522-0052,彦根市中薮町634-37,,H29.9.28,,
歯科技工所,25-5-5,久保歯研,522-0023,彦根市原町850-69,,H5.7.2,,
歯科技工所,25-5-6,ノグチ・デンタル・ファクトリー,522-0201,彦根市高宮町2199,,H6.8.18,,
歯科技工所,25-5-7,Ｎ．Ｄラボラトリー,522-0051,彦根市中薮町776-39,,H25.4.1,,
歯科技工所,25-5-8,渡辺デンタルアトリエ,521-1132,彦根市下稲葉町408,,H7.6.1,,
歯科技工所,25-5-9,田中デンタル・クラフト,522-0064,彦根市本町一丁目9-5,,H8.1.4,,
歯科技工所,25-5-10,デンタル・ワークス・ミヤモリ,522-0222,彦根市南川瀬町1078,,H13.2.1,,
歯科技工所,25-5-11,義歯研究所,521-1124,彦根市野良田町319,,H17.9.1,,
歯科技工所,25-5-12,Ｉ．Ｄ．Ｌａｂ,522-0024,彦根市正法寺町480-15,,H22.4.1,,
歯科技工所,25-5-13,デンタルラボＳｉｎ,522-0023,彦根市原町850-187-10B,,H25.9.17,,
歯科技工所,25-5-14,Dental works F.L.Y,522-0352,犬上郡多賀町久徳183-21,,H25.9.20,,
歯科技工所,25-5-15,小川技研,522-0023,彦根市原町813-9,,H29.4.1,,
歯科技工所,25-5-16,テクニカ,522-0223,彦根市川瀬南町1392-33,,H23.4.1,,
歯科技工所,25-5-17,斉藤ラボ,529-1175,豊郷町沢347-1,,H31.1.10,,
歯科技工所,25-5-18,キタマチデンタル,522-0041,彦根市平田町137-8,,R3.6.1,,
歯科技工所,25-5-19,ミホデンタルスタジオ,522-0004,彦根市鳥居本町2341番地5,,R4.3.1,,
歯科技工所,25-5-20,ハザマデントサーブ,522-0262,犬上郡甲良町横関354番地,,R5.5.16,,
歯科技工所,25-5-21,ＤＥＮＴＡＬ LABO D-BASE,529-1223,愛知郡愛荘町島川1290-12,,R6.4.1,,
歯科技工所,25-5-22,オガワセラミックス,522-0025,彦根市野田山町587-4,,R6.7.25,,
歯科技工所,25-5-23,Kｄ・Labo,522-0043,彦根市小泉町310-15-103,,R3.10.16,,
歯科技工所,25-5-24,株式会社 フジ・デンタルラボ 彦根支店,522-0222,彦根市南川瀬町1520番地2川瀬駅前ﾛｰﾀｽﾋﾞﾙ2F,（株）フジ・デンタルラボ,R6.9.26,,
歯科技工所,25-6-1,寺居歯科技工所,5260236,長浜市野村町745,,S55.11.1,,
歯科技工所,25-6-2,福永歯科技工所,5260023,長浜市三ツ矢町13-37,,S60.2.15,,
歯科技工所,25-6-3,デンタルラボ藤田,5260844,長浜市南田附町313-5,,H7.4.1,,
歯科技工所,25-6-4,湖北歯科技工所,5260056,長浜市朝日町7-1,,S53.8.20,,
歯科技工所,25-6-5,近藤歯科技工所,5260045,長浜市寺田町70-2,,H1.12.1,,
歯科技工所,25-6-6,今西デンタル・ラボ・ラトリー,5260833,長浜市永久寺町811-2,,H4.7.31,,
歯科技工所,25-6-7,多賀技研,5260053,長浜市宮前町9-9,,H5.5.1,,
歯科技工所,25-6-8,上田歯科技工所,5260044,長浜市下坂中町325-1ｴｸｼﾘｱ下坂東101,,H28.4.2,,
歯科技工所,25-6-9,デンタルパレス,5260017,長浜市相撲町1381-36,,H11.4.1,,
歯科技工所,25-6-10,上阪技工所,5290113,長浜市大井町1000,,H12.3.30,,
歯科技工所,25-6-11,デンタルクラフト,5210003,米原市入江259-14,,H13.4.1,,
歯科技工所,25-6-12,ナリタデンタルラボラトリー,5260032,長浜市南高田町1-27,,H15.2.14,,
歯科技工所,25-6-13,片山デンタルラボラトリー,5210322,米原市杉沢547-11,,H15.4.1,,
歯科技工所,25-6-14,イブキデンタルデザイン,5210313,米原市弥高476,,H16.5.1,,
歯科技工所,25-6-15,アイバデンタルクリエイター,5290113,長浜市大井町203,,H18.3.3,,
歯科技工所,25-6-16,Ｙ’Ｓデンタルラボラトリー,5260021,長浜市八幡中山町1175-9,,H18.6.20,,
歯科技工所,25-6-17,滋賀デンタルスタジオ,5260213,長浜市醍醐町291-1,,H19.5.18,,
歯科技工所,25-6-18,ゴールドデンタルラボラトリー,5260056,長浜市朝日町21-7,,H23.8.30,,
歯科技工所,25-6-19,清水歯科技工所,5260052,長浜市神前町5-8,,H27.4.1,,
歯科技工所,25-6-20,Dental Create KUNITOMO,5260001,長浜市国友町543,,H29.4.17,,
歯科技工所,25-6-21,医療法人益歯会 成田歯科医院技工所,5260036,長浜市地福寺町10番28号,医療法人益歯会 成田歯科医院,H30.12.1,,
歯科技工所,25-6-22,ピュアデンタルスタジオ,5210226,米原市朝日５６９,,H25.4.1,,
歯科技工所,25-6-23,長浜デンタルアート,5260063,長浜市末広町２９６－１８,,H7.5.6,,
歯科技工所,25-7-1,株式会社キャスティングオカモト,520-1603,高島市今津町北仰452,株式会社キャスティングオカモト,H5.1.9,,
歯科技工所,25-7-2,Ｔデンタルファクトリー,520-1621,高島市今津町今津名小路2-1-22,,H5.9.1,,
歯科技工所,25-7-3,エフ・デンタルラボ,520-1511,高島市新旭町藁園2524-23,,H6.6.27,,
歯科技工所,25-7-4,ヒロ・デンタルクラフト,520-1217,高島市安曇川町田中1598-77,,H18.5.1,,
歯科技工所,25-7-5,かきもと Ｄｅｎｔｓ Ｌａｂｏ,520-1201,高島市安曇川町上古賀1269,,H29.3.21,,
歯科技工所,25-7-6,西村歯科補綴研究所,520-1121,高島市勝野1195,,S50.1.8,,
歯科技工所,25-7-7,大塚技工所,520-1142,高島市鹿ケ瀬372-1,,H4.9.1,,
薬局,20007-100,株式会社永寿薬局,520-2331,野洲市小篠原２２１５,株式会社永寿薬局,,2024-01-01,2029-12-31
薬局,20017-100,長谷川薬局,525-0023,草津市平井一丁目４－２５,,,2024-01-01,2029-12-31
薬局,20022-100,ＡＢＣ薬局,520-3035,栗東市霊仙寺二丁目１－３２,,,2024-01-01,2029-12-31
薬局,20027-100,有限会社扇庄薬局　守山店,524-0022,守山市守山六丁目１－２２,有限会社扇庄薬局,,2024-01-01,2029-12-31
薬局,20032-100,油定薬局,520-2304,野洲市永原５１７,株式会社アブラサダ,,2023-01-01,2028-12-31
薬局,20033-100,誠心堂薬局,524-0036,守山市伊勢町４５１－１３４,,,2023-01-01,2028-12-31
薬局,20050-100,滋賀県薬剤師会　会営薬局,525-0072,草津市笠山七丁目４－５２,一般社団法人滋賀県薬剤師会,,2022-01-01,2027-12-31
薬局,20055-100,ティエス調剤薬局　守山店,524-0033,守山市浮気町３００－１５　グランドメゾン１０２,株式会社ティエスプラン,,2023-01-01,2028-12-31
薬局,20059-100,アルファー薬局,520-2331,野洲市小篠原１１１１－１,株式会社アルファー薬品,,2024-01-01,2029-12-31
薬局,20061-100,スマイル薬局,520-3024,栗東市小柿六丁目１－４１－１－１,有限会社スマイル,,2024-01-01,2029-12-31
薬局,20078-100,ティエス調剤薬局　南草津店,525-0055,草津市野路一丁目６－５,株式会社ティエスプラン,,2024-01-01,2029-12-31
薬局,20644-100,ティエス調剤薬局　野路店,525-0055,草津市野路五丁目４－１,株式会社ティエスプラン,,2024-01-01,2029-12-31
薬局,20682-100,ティエス調剤薬局　野村店,525-0027,草津市野村八丁目９－３８,株式会社ティエスプラン,,2021-01-01,2026-12-31
薬局,20695-100,スズキ調剤薬局　大宝店,520-3035,栗東市霊仙寺一丁目２－１９　ＥＳＰＯ栗東１Ｆ,スズキ薬局株式会社,,2022-01-01,2027-12-31
薬局,20706-100,ふれあい薬局,524-0022,守山市守山四丁目１３－２,株式会社近畿予防医学研究所,,2022-01-01,2027-12-31
薬局,20777-100,スマイル薬局　野洲店,520-2362,野洲市市三宅２７３２,有限会社スマイル,,2023-01-01,2028-12-31
薬局,20821-100,もも薬局　穴村店,525-0012,草津市穴村町３１４－１,有限会社もも薬局,,2024-01-01,2029-12-31
薬局,20831-100,ドリーム薬局　南草津店,525-0055,草津市野路一丁目６－５,有限会社未来,,2024-01-01,2029-12-31
薬局,20867-100,ササ薬局　野洲店,520-2331,野洲市小篠原１２６６,有限会社ササ薬局,,2025-01-01,2030-12-31
薬局,20898-100,オードリー薬局,520-3016,栗東市小野８８１－３,,,2025-01-01,2030-12-31
薬局,20948-100,パスカル薬局,525-0032,草津市大路一丁目１１－１６,株式会社パスカルシステム,,2026-01-01,2031-12-31
薬局,20956-100,小島薬局,524-0041,守山市勝部一丁目１－２１－１０２,有限会社こじま,,2026-01-01,2031-12-31
薬局,21506-100,やよい調剤薬局,520-3024,栗東市小柿十丁目１６－１１,,,2026-01-01,2031-12-31
薬局,21521-100,ほとめき薬局,520-2323,野洲市三上２７７－１,有限会社イツモ,,2026-01-01,2031-12-31
薬局,21533-100,スギ薬局　守山店,524-0021,守山市吉身三丁目１４－３０,株式会社スギ薬局,,2026-01-01,2031-12-31
薬局,21576-100,ハーモニー薬局・かがやき店,525-0048,草津市追分南二丁目１１－７,有限会社ジャパン・クリエティブ,,2026-01-01,2031-12-31
薬局,21626-100,スズキ調剤薬局　南草津店,525-0050,草津市南草津一丁目１－８,スズキ薬局株式会社,,2021-01-01,2026-12-31
薬局,21631-100,みのり薬局,520-3027,栗東市野尻４４０－４,株式会社ＭＹＮＳ,,2021-01-01,2026-12-31
薬局,21650-100,ティエス調剤薬局　草津駅前店,525-0026,草津市渋川一丁目２－２６　ザ・草津タワー２階,株式会社ティエスプラン,,2021-01-01,2026-12-31
薬局,21661-100,パンプキン調剤薬局,520-2413,野洲市吉地一丁目１１９３－２,株式会社ケイ・エム・シー,,2021-01-01,2026-12-31
薬局,21679-100,南草津プラス薬局,525-0050,草津市南草津三丁目１－１４,有限会社プラス薬局,,2021-01-01,2026-12-31
薬局,21687-100,アイランド薬局　守山店,524-0022,守山市守山三丁目１０－１１,アポクリート株式会社,,2022-01-01,2027-12-31
薬局,21724-100,ユタカ薬局　西草津,525-0028,草津市上笠二丁目３３－１２,株式会社ユタカファーマシー,,2022-01-01,2027-12-31
薬局,21783-100,イオン薬局　草津店,525-0067,草津市新浜町３００,イオンリテール株式会社,,2023-01-01,2028-12-31
薬局,21788-100,さわだ薬局,525-0013,草津市新堂町４９－５,株式会社スリーエムコーポレーション,,2023-01-01,2028-12-31
薬局,21821-100,オレンジ薬局,520-2362,野洲市市三宅２３３９－３,株式会社オレンジメディカル,,2023-01-01,2028-12-31
薬局,21830-100,ハーモニー薬局　守山石田店,524-0014,守山市石田町２７５－７,株式会社ウッドゲート,,2023-01-01,2028-12-31
薬局,21832-100,追分口プラス薬局,525-0047,草津市追分三丁目１－７,有限会社プラス薬局,,2023-01-01,2028-12-31
薬局,21856-100,尾﨑薬局,524-0214,守山市立田町１７７２－３,有限会社ハイメディカル,,2024-01-01,2029-12-31
薬局,21869-100,日本調剤　栗東薬局,520-3046,栗東市大橋二丁目６－１８,日本調剤株式会社,,2024-01-01,2029-12-31
薬局,21870-100,ハト薬局,525-0066,草津市矢橋町６０１－６,,,2024-01-01,2029-12-31
薬局,21894-100,みのり薬局　大門店,524-0052,守山市大門町３４－８,株式会社ＭＹＮＳ,,2024-01-01,2029-12-31
薬局,21895-100,スギ薬局　野洲店,520-2331,野洲市小篠原１９８０－５,株式会社スギ薬局,,2024-01-01,2029-12-31
薬局,21897-100,ひだまり薬局,525-0066,草津市矢橋町１０４－３,,,2024-01-01,2029-12-31
薬局,21919-100,こまいざわ薬局,525-0014,草津市駒井沢町４０５－２,株式会社スリーエムコーポレーション,,2025-01-01,2030-12-31
薬局,21929-100,ティエス調剤薬局　矢橋店,525-0066,草津市矢橋町１５６５－１,株式会社ティエスプラン,,2025-01-01,2030-12-31
薬局,21938-100,おひさま薬局　都賀山通り店,524-0041,守山市勝部六丁目３－３３,株式会社サン調剤薬局,,2025-01-01,2030-12-31
薬局,21947-100,琵琶湖おおはし薬局,524-0102,守山市水保町１２６８－２１,株式会社愛知メディックス,,2025-01-01,2030-12-31
薬局,21948-100,つくし薬局　玉川店,525-0059,草津市野路八丁目２２－２９,有限会社つくし薬局,,2025-01-01,2030-12-31
薬局,21959-100,ＪＲＡファシリティーズ株式会社　栗東薬局,520-3005,栗東市御園１０２８,ＪＲＡファシリティーズ株式会社,,2025-01-01,2030-12-31
薬局,21966-100,吉井薬局　南草津店,525-0059,草津市野路一丁目７－２１　リベリー南草津２階,,,2026-01-01,2031-12-31
薬局,21972-100,ハーモニー薬局・草津店,525-0037,草津市西大路町４－３２,有限会社ジャパン・クリエティブ,,2026-01-01,2031-12-31
