施設名,施設郵便,施設住所,法人・団体名,施設番号,許可日,当初許可日,業種,種目主,種目従,満了日,条件1,条件2,条件3,条件4
ドリームプラス　能登川店,521-1223,東近江市猪子町４４０－３　ルミナス東陽Ｈ号,東陽開発株式会社,409432101,R08/03/31,R08/03/31,※飲食店営業,弁当屋,,R14/10/31,,,,
寺たこ　名古屋８００ぬ８０３２,,滋賀県一円（大津市の区域を除く。）,,409433101,R08/03/31,R08/03/31,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
いっちゃん,523-0891,近江八幡市鷹飼町１１１７－１,,409434101,R08/04/03,R08/04/03,※飲食店営業,そうざい屋,,R15/02/28,,,,
ＰＩＳＯＬＡ　東近江八日市店,527-0031,東近江市幸町１－１７５－１,株式会社ファイブスター,409435101,R08/04/03,R08/04/03,※飲食店営業,一般食堂,,R14/10/31,,,,
ハチラボ,523-0821,近江八幡市多賀町５６９－８,株式会社イーマックス・サプライ,409436112,R08/04/28,R08/04/28,※アイスクリーム類製造業,アイスクリーム製造,氷菓製造,R16/02/28,,,,
ハチラボ,523-0821,近江八幡市多賀町５６９－８,株式会社イーマックス・サプライ,409436114,R08/04/28,R08/04/28,※清涼飲料水製造業,清涼飲料水（ミネラルウォーター類除く。）製造,,R16/02/28,,,,
Ａｍｂｅｒ,523-0031,近江八幡市堀上町１３４－１０　南和ビル２Ｆ　２０３号室,,409437101,R08/04/27,R08/04/27,※飲食店営業,簡易な営業,,R15/02/28,簡易な営業に限る,,,
お米を味わう　ごはん屋さん　滋賀８００す９４４０　,,滋賀県一円（大津市の区域を除く。）,,409438101,R08/04/15,R08/04/15,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
鉄板処　ふく×ふく,523-0034,近江八幡市若宮町４７６－２,,409439101,R08/04/23,R08/04/23,※飲食店営業,一般食堂,,R15/02/28,,,,
Ｐｉｚｚａ　ｂａｌ　ＳＡＮＢＡ,521-1223,東近江市猪子町４４０－３　ルミナス東陽Ｇ号,東陽開発株式会社,409440101,R08/04/21,R08/04/21,※飲食店営業,一般食堂,,R14/10/31,,,,
道の駅　竜王　かがみの里　滋賀８００す９３９６,,滋賀県一円（大津市の区域を除く。）,株式会社みらいパーク竜王,409441101,R08/04/23,R08/04/23,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
Ｃｕｒｒｙ＆ＢｅｅｒＲ,529-1572,東近江市桜川西町８０１　第２蒲生ビル１０１,,409442101,R08/04/27,R08/04/27,※飲食店営業,一般食堂,,R14/06/30,,,,
丸亀製麺八日市,527-0024,東近江市札の辻二丁目１３－３６,株式会社丸亀製麺,409443101,R08/05/14,R08/05/14,※飲食店営業,一般食堂,,R15/10/31,,,,
Ｇｕｍｕｓ’ｓ　Ｋｉｔｃｈｅｎ,,滋賀県一円（大津市の区域を除く。）　,,409444101,R08/04/27,R08/04/27,※飲食店営業,,,R14/02/29,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,簡易な調理に限る
天串　近江八幡店,523-0891,近江八幡市鷹飼町１４９６－１　片岡ビル２階,株式会社コアアルファ,409445101,R08/05/19,R08/05/19,※飲食店営業,一般食堂,,R16/02/28,,,,
Ｂａｒ　詩,523-0041,近江八幡市中小森町３０８－１０,,409446101,R08/05/08,R08/05/08,※飲食店営業,簡易な営業,,R15/02/28,簡易な営業に限る,,,
月月　ｆｕｔａｔｓｕｋｉ,523-0821,近江八幡市多賀町７３８－２,,409449101,R08/05/29,R08/05/29,※飲食店営業,一般食堂,,R16/02/28,,,,
丸亀製麺近江八幡,523-0856,近江八幡市音羽町１３－２,株式会社丸亀製麺,409451101,R08/05/25,R08/05/25,※飲食店営業,一般食堂,,R16/02/28,,,,
丸亀製麺五個荘,529-1415,東近江市五個荘五位田町３３－２,株式会社丸亀製麺,409452101,R08/06/01,R08/06/01,※飲食店営業,一般食堂,,R16/02/28,,,,
いいなコーラ,527-0036,東近江市聖和町３－９,ここいいな合同会社,409453114,R08/05/28,R08/05/28,※清涼飲料水製造業,清涼飲料水（ミネラルウォーター類除く。）製造,,R14/10/31,,,,
Ｌｏｕｎｇｅ　Ｒｅｉｎｅ,523-0891,近江八幡市鷹飼町４５４－５　鳥井ビルＣ棟２０１,,409454101,R08/05/26,R08/05/26,※飲食店営業,簡易な営業,,R15/02/28,簡易な営業に限る,,,
弁当まほろ,523-0075,近江八幡市野村町２６０６－８,,409458101,R08/06/03,R08/06/03,※飲食店営業,仕出し屋,,R16/02/28,,,,
やきとり鶏丸　近江八幡店,523-0891,近江八幡市鷹飼町１４９６－１,株式会社ｎａｄｅｓｈｉｃｏ,409459101,R08/06/15,R08/06/15,※飲食店営業,一般食堂,,R15/02/28,,,,
食堂　しげちゃん,529-1641,蒲生郡日野町日田３１３－２,,409460101,R08/06/08,R08/06/08,※飲食店営業,一般食堂,,R14/06/30,,,,
ＴＡＰＩＦＵＫＵ,523-0816,近江八幡市西庄町５１,,409461101,R08/06/17,R08/06/17,※飲食店営業,簡易な営業,,R15/02/28,簡易な営業に限る,,,
大衆酒場　天天,523-0891,近江八幡市鷹飼町５２６－２,株式会社天極製作所,409462101,R08/06/26,R08/06/26,※飲食店営業,一般食堂,,R15/02/28,,,,
ＮＹＡＮ’Ｓ　ＣＡＲ　滋賀８３０に６１,,滋賀県一円（大津市の区域を除く。）,,409463101,R08/06/17,R08/06/17,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
セブン－イレブン　東近江八日市本町店,527-0012,東近江市八日市本町４－１４,株式会社オーミ・リーカー,409465101,R08/07/22,R08/07/22,※飲食店営業,そうざい屋,,R15/10/31,,,,
つちっこＫｉｔｃｈｅｎ　宮崎８３０せ３５８８,,滋賀県一円（大津市の区域を除く。）,つちっこ株式会社,409466101,R08/06/22,R08/06/22,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
ハチラボ　滋賀８００す５７８９,,滋賀県一円（大津市の区域を除く。）,株式会社イーマックス・サプライ,409470101,R08/06/25,R08/06/25,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約40L以上とする,申請のあった取扱品目に限る,
ＴＥＲＲＡ　ｂｙ　ｗａｄｅｎ,523-0821,近江八幡市多賀町７４３－２,株式会社和でん,409472101,R08/07/24,R08/07/24,※飲食店営業,一般食堂,,R15/02/28,,,,
Ａｗａｍｉ菜　２ｎｄ　kｉｔｃｈｅｎ,523-0864,近江八幡市為心町元２３,,409473101,R08/07/10,R08/07/10,※飲食店営業,弁当屋,そうざい,R15/02/28,,,,
うどん一番槍,523-0821,近江八幡市多賀町５６９－２　あきんどの里,株式会社イーマックス・サプライ,409474101,R08/07/24,R08/07/24,※飲食店営業,一般食堂,,R15/02/28,,,,
天雲　滋賀８００す９４-７２,,滋賀県一円（大津市の区域を除く。）,,409475101,R08/07/10,R08/07/10,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
流々,521-1223,東近江市猪子町４４０－３　ルミナス東陽Ｆ,,409476101,R08/07/27,R08/07/27,※飲食店営業,一般食堂,,R14/10/31,,,,
近江八幡まちや倶楽部,523-0862,近江八幡市仲屋町中２１,株式会社Ｗａｌｌａｂｙ,409477101,R08/07/16,R08/07/16,※飲食店営業,一般食堂,"仕出し屋,弁当屋",R15/02/28,,,,
ラ　コリーナ近江八幡　まかない食堂,523-8533,近江八幡市北之庄町６１５－１,株式会社たねや,409478101,R08/07/27,R08/07/27,※飲食店営業,一般食堂,,R16/02/28,,,,
カフェ　糀丸,527-0027,東近江市栄町３－２４,,409480101,R08/07/24,R08/07/24,※飲食店営業,一般食堂,,R14/10/31,,,,
カフェ　糀丸,527-0027,東近江市栄町３－２４,,409480111,R08/07/24,R08/07/24,※菓子製造業,菓子製造,,R14/10/31,,,,
カフェ　糀丸,527-0027,東近江市栄町３－２４,,409480125,R08/07/24,R08/07/24,※そうざい製造業,そうざい製造,,R14/10/31,,,,
１２１１　あけみちゃんタコ焼き,,滋賀県一円（大津市の区域を除く。）,,409482101,R08/07/22,R08/07/22,※飲食店営業,,,R14/02/29,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,簡易な調理に限る
ＴＯＴ　和泉８００せ１７２,,滋賀県一円（大津市の区域を除く。）,,409484101,R08/07/30,R08/07/30,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
クレープショップ　ＳＡＲＵ　東近江店　滋賀８３０そ３６３６,,滋賀県一円（大津市の区域を除く。）,,409487101,R08/07/30,R08/07/30,※飲食店営業,,,R14/02/29,自動車による営業に限る,給水・廃水タンクの容量は約200L以上とする,,
織源,523-0833,近江八幡市鍛治屋町２９,,500002101,R05/03/01,R05/03/01,※飲食店営業,そうざい屋,,R11/02/28,,,,
織源,523-0833,近江八幡市鍛治屋町２９,,500002104,R05/03/01,R05/03/01,※魚介類販売業,,,R11/02/28,,,,
扇伊,523-0846,近江八幡市博労町上５,,500008120,R06/03/01,R06/03/01,※みそ又はしょうゆ製造業,しょうゆ製造,,R11/02/28,,,,
市,523-0862,近江八幡市仲屋町中１２,,500031101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
カネ吉山本　八幡店,523-0866,近江八幡市為心町上３０,株式会社カネ吉ヤマモトフーズ,500047103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,鳥肉販売,R14/02/29,とさつ・解体をしないこと,,,
カネ吉山本　八幡店,523-0866,近江八幡市為心町上３０,株式会社カネ吉ヤマモトフーズ,500047125,R08/03/01,R08/03/01,※そうざい製造業,そうざい製造,,R14/02/29,,,,
孝（グリル）,523-0893,近江八幡市桜宮町２１５－１,,500187101,R05/03/01,R05/03/01,※飲食店営業,,,R11/02/28,,,,
清寿家,523-0892,近江八幡市出町２１２－３,有限会社清寿家,500226111,R07/03/01,R07/03/01,※菓子製造業,菓子製造,,R13/02/28,,,,
寿司常,523-0892,近江八幡市出町４２２－１,,500246101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
文ちゃん,523-0857,近江八幡市八幡町２０９,,500271101,R04/03/01,R04/03/01,※飲食店営業,一般食堂,,R10/02/29,,,,
魚富士,523-0821,近江八幡市多賀町６１１－５,,500294101,R06/03/01,R06/03/01,※飲食店営業,,,R12/02/28,,,,
島真珠（有）水郷観光船部,523-0805,近江八幡市円山町２２４,島真珠有限会社,500308101,R04/03/01,R04/03/01,※飲食店営業,一般食堂,,R10/02/29,,,,
近江八幡ユースホステル,523-0805,近江八幡市円山町６１０,,500309101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
魚元淡水,523-0803,近江八幡市白王町１４３３－１,,500312125,R06/04/17,R06/04/17,※そうざい製造業,そうざい製造,,R13/02/28,,,,
妙覚院,523-0808,近江八幡市長命寺町１０１,,500319101,R08/03/01,R08/03/01,※飲食店営業,簡易宿所,,R13/02/28,,,,
真静院,523-0808,近江八幡市長命寺町１７１,,500325101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
沖島漁業協同組合,523-0801,近江八幡市沖島町４３,沖島漁業協同組合,500352104,R04/03/01,R04/03/01,※魚介類販売業,,,R10/02/29,,,,
沖島漁業協同組合,523-0801,近江八幡市沖島町４３,沖島漁業協同組合,500352120,R07/03/01,R07/03/01,※みそ又はしょうゆ製造業,みそ製造,,R13/02/28,,,,
沖島漁業協同組合,523-0801,近江八幡市沖島町４３,沖島漁業協同組合,500352125,R06/03/05,R06/03/05,※そうざい製造業,そうざい製造,,R13/02/28,,,,
御菓子司にしかわ,523-0084,近江八幡市船木町１１１９－４,,500383111,R05/03/01,R05/03/01,※菓子製造業,菓子製造,パン製造,R11/02/28,,,,
大納言,523-0084,近江八幡市船木町１３０２,,500386125,R04/03/01,R04/03/01,※そうざい製造業,,,R10/02/29,,,,
お食事処　まつ喜,523-0015,近江八幡市上田町１２５６－３,,500396101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,"弁当屋,そうざい,調理パン",R14/02/29,,,,
ヤマヤス食品,523-0015,近江八幡市上田町１５５－１,,500401103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,,R14/02/29,とさつ・解体をしないこと,,,
シマダヤ西日本株式会社　滋賀工場,523-0015,近江八幡市上田町８４－８,シマダヤ西日本株式会社,500421124,R05/03/01,R05/03/01,※麺類製造業,,,R12/02/28,,,,
エンドレス,523-0891,近江八幡市鷹飼町１４００－１３,,500432101,R05/03/01,R05/03/01,※飲食店営業,簡易な営業,,R11/02/28,簡易な営業に限る,,,
ライフ　（喫茶）,523-0891,近江八幡市鷹飼町１４９６－１　１Ｆ,,500447101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
ココス　近江八幡店,523-0891,近江八幡市鷹飼町４５３－２,株式会社ファイブスター,500473101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R15/02/28,,,,
ケンタッキーフライドチキン近江八幡店,523-0891,近江八幡市鷹飼町５２９,株式会社シー・オー・エム,500482101,R06/03/01,R06/03/01,※飲食店営業,,,R13/02/28,,,,
カネ吉　駅前アベニュー店,523-0891,近江八幡市鷹飼町５５８,株式会社カネ吉ヤマモトフーズ,500487109,R05/03/01,R05/03/01,※食肉処理業,獣肉処理,鳥肉処理,R12/02/28,,,,
カネ吉　駅前アベニュー店,523-0891,近江八幡市鷹飼町５５８,株式会社カネ吉ヤマモトフーズ,500487125,R05/03/01,R05/03/01,※そうざい製造業,,,R12/02/28,,,,
カネ吉　駅前アベニュー店,523-0891,近江八幡市鷹飼町５５８,株式会社カネ吉ヤマモトフーズ,500487130,R05/03/01,R05/03/01,※密封包装食品製造業,,,R12/02/28,,,,
特選近江牛レストラン　ティファニー,523-0891,近江八幡市鷹飼町５５８,株式会社カネ吉ヤマモトフーズ,500488101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,"仕出し屋,弁当屋,そうざい",R12/02/28,,,,
すいれん,523-0891,近江八幡市鷹飼町５５９,,500489101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
すいれん,523-0891,近江八幡市鷹飼町５５９,,500489111,R07/05/20,R07/05/20,※菓子製造業,菓子製造,パン製造,R14/02/29,,,,
かね安,523-0891,近江八幡市鷹飼町７４７,,500534101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
かね安,523-0891,近江八幡市鷹飼町７４７,,500534103,R04/03/01,R04/03/01,※食肉販売業,,,R10/02/29,とさつ・解体をしないこと,,,
三国屋,523-0811,近江八幡市長田町４６０,,500550101,R05/03/01,R05/03/01,※飲食店営業,仕出し屋,,R12/02/28,,,,
フデ　（喫茶　レストラン）,523-0816,近江八幡市西庄町１２５１－２　ビジネスホテル　西庄,,500554101,R07/03/01,R07/03/01,※飲食店営業,旅館・ホテル,,R13/02/28,,,,
さぶ庄,523-0817,近江八幡市浅小井町４９１,,500573101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,"仕出し屋,弁当屋,そうざい",R14/02/29,,,,
さぶ庄,523-0817,近江八幡市浅小井町４９１,,500573104,R08/03/01,R08/03/01,※魚介類販売業,鮮魚介類の処理,生食魚処,R14/02/29,,,,
平和堂篠原店,523-0046,近江八幡市上野町１－１,株式会社平和堂,500594111,R03/11/26,R03/11/26,※菓子製造業,パン製造,菓子製造,R11/02/28,,,,
近江牛のやまぜん,523-0046,近江八幡市上野町１－１　平和堂篠原店内,株式会社近江牛のやまぜん,500596101,R07/03/01,R07/03/01,※飲食店営業,簡易な営業,,R13/02/28,簡易な営業に限る,,,
近江牛のやまぜん,523-0046,近江八幡市上野町１－１　平和堂篠原店内,株式会社近江牛のやまぜん,500596103,R07/03/01,R07/03/01,※食肉販売業,獣肉販売,鳥肉販売,R13/02/28,とさつ・解体をしないこと,,,
魚岩商店,523-0034,近江八幡市若宮町３９１,,500687101,R07/03/01,R07/03/01,※飲食店営業,そうざい屋,,R13/02/28,,,,
魚岩商店,523-0034,近江八幡市若宮町３９１,,500687103,R07/03/01,R07/03/01,※食肉販売業,獣肉販売,鳥肉販売,R13/02/28,とさつ・解体をしないこと,,,
魚岩商店,523-0034,近江八幡市若宮町３９１,,500687104,R07/03/01,R07/03/01,※魚介類販売業,鮮魚介類の処理,生食魚処,R13/02/28,,,,
魚庄,523-0022,近江八幡市馬淵町１６４７－１,有限会社魚庄,500706101,R04/03/01,R04/03/01,※飲食店営業,一般食堂,仕出し屋,R11/02/28,,,,
魚庄,523-0022,近江八幡市馬淵町１６４７－１,有限会社魚庄,500706103,R07/03/01,R07/03/01,※食肉販売業,獣肉販売,鳥肉販売,R13/02/28,とさつ・解体をしないこと,,,
魚庄,523-0022,近江八幡市馬淵町１６４７－１,有限会社魚庄,500706104,R07/03/01,R07/03/01,※魚介類販売業,鮮魚介類の処理,,R13/02/28,,,,
魚庄,523-0022,近江八幡市馬淵町１６４７－１,有限会社魚庄,500706125,R07/03/01,R07/03/01,※そうざい製造業,そうざい製造,弁当製造,R13/02/28,,,,
近江牛　毛利志満,523-0027,近江八幡市東川町８６６－１,森島商事株式会社,500751101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,"仕出し屋,弁当屋",R12/02/28,,,,
近江牛　毛利志満,523-0027,近江八幡市東川町８６６－１,森島商事株式会社,500751103,R05/03/01,R05/03/01,※食肉販売業,獣肉販売,,R12/02/28,とさつ・解体をしないこと,,,
近江牛　毛利志満,523-0027,近江八幡市東川町８６６－１,森島商事株式会社,500751125,R05/03/01,R05/03/01,※そうざい製造業,,,R12/02/28,,,,
すし処　一魚一会,523-0061,近江八幡市江頭町４４３,北里製油株式会社,500770101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
玉屋商店,523-0061,近江八幡市江頭町６８７,,500774101,R06/03/01,R06/03/01,※飲食店営業,,,R12/02/28,,,,
玉屋商店,523-0061,近江八幡市江頭町６８７,,500774104,R06/03/01,R06/03/01,※魚介類販売業,,,R12/02/28,,,,
仁保の棒由,523-0063,近江八幡市十王町８０－１,,500787103,R04/03/01,R04/03/01,※食肉販売業,,,R10/02/29,とさつ・解体をしないこと,,,
仁保の棒由,523-0063,近江八幡市十王町８０－１,,500787125,R04/03/01,R04/03/01,※そうざい製造業,,,R10/02/29,,,,
フレンドマート武佐店,523-0012,近江八幡市武佐町５１８－１,株式会社平和堂,500796101,R04/03/01,R04/03/01,※飲食店営業,,,R10/02/29,,,,
八洋食品株式会社　滋賀工場,523-0013,近江八幡市長光寺町６０１,八洋食品株式会社,500834125,R05/03/01,R05/03/01,※そうざい製造業,,,R12/02/28,,,,
八洋食品株式会社　滋賀工場,523-0013,近江八幡市長光寺町６０１,八洋食品株式会社,500834127,R07/03/01,R07/03/01,※冷凍食品製造業,加熱後摂取冷凍食品（凍結直前加熱）製造,前非加冷,R14/02/29,,,,
関西ハム株式会社,523-0013,近江八幡市長光寺町７５２－１,関西ハム株式会社,500842103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,鳥肉販売,R14/02/29,とさつ・解体をしないこと,,,
関西ハム株式会社,523-0013,近江八幡市長光寺町７５２－１,関西ハム株式会社,500842109,R08/03/01,R08/03/01,※食肉処理業,獣肉処理,,R14/02/29,,,,
関西ハム株式会社,523-0013,近江八幡市長光寺町７５２－１,関西ハム株式会社,500842115,R08/03/01,R08/03/01,※食肉製品製造業,加熱食肉製品（加熱後包装）製造,,R14/02/29,,,,
関西ハム株式会社,523-0013,近江八幡市長光寺町７５２－１,関西ハム株式会社,500842127,R07/03/28,R07/03/28,※冷凍食品製造業,加熱後摂取冷凍食品（凍結直前加熱）製造,,R14/02/29,,,,
マル広商店,523-0004,近江八幡市西生来町２３９７－２,,500864103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,,R13/02/28,とさつ・解体をしないこと,,,
スエヒロ食品,523-0005,近江八幡市末広町３５６－９,,500874103,R08/03/01,R08/03/01,※食肉販売業,,,R14/02/29,とさつ・解体をしないこと,,,
井筒屋,521-1351,近江八幡市安土町常楽寺２９２,井筒屋醤油醸造株式会社,500888120,R05/11/01,R05/11/01,※みそ又はしょうゆ製造業,しょうゆ製造,,R10/10/31,,,,
万吾楼,521-1351,近江八幡市安土町常楽寺４２０,,500896111,R04/11/01,R04/11/01,※菓子製造業,,,R10/10/31,,,,
ふな幸,521-1351,近江八幡市安土町常楽寺５９６,,500897101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,仕出し屋,R12/10/31,,,,
糀屋,521-1351,近江八幡市安土町常楽寺８２１,,500903101,R05/11/01,R05/11/01,※飲食店営業,,,R10/10/31,,,,
（有）　魚善,521-1311,近江八幡市安土町下豊浦５０３９,有限会社魚善,500956104,R04/11/01,R04/11/01,※魚介類販売業,,,R10/10/31,,,,
（有）　魚善,521-1311,近江八幡市安土町下豊浦５０３９,有限会社魚善,500956109,R04/11/01,R04/11/01,※食肉処理業,,,R10/10/31,,,,
（有）　魚善,521-1311,近江八幡市安土町下豊浦５０３９,有限会社魚善,500956125,R04/11/01,R04/11/01,※そうざい製造業,,,R10/10/31,,,,
株式会社ロッテ　滋賀工場,521-1334,近江八幡市安土町西老蘇１４７－１,株式会社ロッテ,500974112,R04/11/01,R04/11/01,※アイスクリーム類製造業,,,R12/10/31,,,,
治兵衛,521-1334,近江八幡市安土町西老蘇７５５,,500988101,R07/11/01,R07/11/01,※飲食店営業,仕出し屋,,R13/10/31,,,,
松瀬酒造,520-2501,蒲生郡竜王町弓削４７５,松瀬酒造株式会社,501048121,R03/07/01,R03/07/01,※酒類製造業,酒類製造,,R09/06/30,,,,
山城荘,520-2573,蒲生郡竜王町鏡６５４,,501087101,R03/07/01,R03/07/01,※飲食店営業,旅館・ホテル,,R09/06/30,,,,
カフェ　ド　イグアス,520-2531,蒲生郡竜王町山之上西出　３４２０－２,,501095101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,,R09/06/30,,,,
山治マート,520-2531,蒲生郡竜王町山之上３４７８,,501187101,R07/07/01,R07/07/01,※飲食店営業,仕出し屋,,R13/06/30,,,,
苗村屋精肉店,520-2531,蒲生郡竜王町山之上３４７９,,501188103,R04/07/01,R04/07/01,※食肉販売業,獣肉販売,,R10/06/30,とさつ・解体をしないこと,,,
魚善,520-2531,蒲生郡竜王町山之上３４８８－１,,501190101,R04/07/01,R04/07/01,※飲食店営業,,,R10/06/30,,,,
魚善,520-2531,蒲生郡竜王町山之上３４８８－１,,501190104,R04/07/01,R04/07/01,※魚介類販売業,,,R10/06/30,,,,
宮前屋,520-2531,蒲生郡竜王町山之上３５３１,,501191101,R04/07/01,R04/07/01,※飲食店営業,,,R10/06/30,,,,
宮前屋,520-2531,蒲生郡竜王町山之上３５３１,,501191104,R04/07/01,R04/07/01,※魚介類販売業,,,R10/06/30,,,,
苗養鶏場,520-2522,蒲生郡竜王町岩井１０,農事組合法人苗養鶏場,501198103,R04/07/01,R04/07/01,※食肉販売業,鳥肉販売,,R10/06/30,とさつ・解体をしないこと,,,
株式会社坪清本店,523-0806,近江八幡市北之庄町１０４１,株式会社坪清,501227101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,仕出し屋,R14/02/29,,,,
珈琲館近江八幡店,523-0891,近江八幡市鷹飼町５００－３　イオン近江八幡２Ｆ,Ｃ－Ｕｎｉｔｅｄ株式会社,501256101,R04/03/01,R04/03/01,※飲食店営業,一般食堂,,R10/02/29,簡易な営業に限る,,,
イオン近江八幡店・畜産,523-0891,近江八幡市鷹飼町南三丁目７　イオン近江八幡店１Ｆ,イオンリテール株式会社,501272103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,鳥肉販売,R15/02/28,とさつ・解体をしないこと,,,
そば処　志な乃,523-0892,近江八幡市出町４１４－５　フラワー１番館１Ｆ,,501315101,R05/03/01,R05/03/01,※飲食店営業,,,R11/02/28,,,,
スナック　秋桜,523-0891,近江八幡市鷹飼町１５７０,,501316101,R04/03/01,R04/03/01,※飲食店営業,簡易な営業,,R10/02/29,簡易な営業に限る,,,
ＶＥＮＵＳ,523-0892,近江八幡市出町４２３－１３　サルビア１番街,,501388101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,,R11/02/28,,,,
ニューアピン,523-0005,近江八幡市末広町３５６－２７,,501403101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R14/02/29,,,,
高木牧場,523-0828,近江八幡市宮内町３５,株式会社高木牧場,501490107,R07/03/01,R07/03/01,※乳処理業,乳処理,,R14/02/29,,,,
高木牧場,523-0828,近江八幡市宮内町３５,株式会社高木牧場,501490113,R07/03/01,R07/03/01,※乳製品製造業,発酵乳製造,乳製乳飲,R14/02/29,,,,
ほたる,523-0862,近江八幡市仲屋町中１２,,501499101,R04/03/01,R04/03/01,※飲食店営業,一般食堂,,R10/02/29,,,,
大中水産,523-0802,近江八幡市大中町７７,,501522125,R06/05/23,R06/05/23,※そうざい製造業,そうざい製造,,R13/02/28,,,,
銀の匙,520-2551,蒲生郡竜王町薬師１１７３－４,,501544101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,,R09/06/30,,,,
魚国総本社・蒲生２７１０５,520-2531,蒲生郡竜王町山之上３０００,株式会社魚国総本社,501551101,R07/07/01,R07/07/01,※飲食店営業,給食,仕出し屋,R14/06/30,,,,
魚国総本社・蒲生２７１０５－２,520-2531,蒲生郡竜王町山之上３０００,株式会社魚国総本社,501553101,R07/07/01,R07/07/01,※飲食店営業,給食,,R14/06/30,,,,
本間牛乳,521-1311,近江八幡市安土町下豊浦８２８９,株式会社ホンマ,501585107,R07/11/01,R07/11/01,※乳処理業,乳処理,乳処乳飲,R13/10/31,,,,
近江牛　岡喜本店,520-2531,蒲生郡竜王町山之上５２９４,株式会社岡喜商店,501614101,R04/07/01,R04/07/01,※飲食店営業,,,R10/06/30,,,,
近江牛　岡喜本店,520-2531,蒲生郡竜王町山之上５２９４,株式会社岡喜商店,501614103,R04/07/01,R04/07/01,※食肉販売業,,,R10/06/30,とさつ・解体をしないこと,,,
近江牛　岡喜本店,520-2531,蒲生郡竜王町山之上５２９４,株式会社岡喜商店,501614125,R04/07/01,R04/07/01,※そうざい製造業,,,R10/06/30,,,,
とんかつ亭　天乃家,521-1341,近江八幡市安土町上豊浦１０１２,有限会社とんかつ亭伊呂波,501659101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,,R13/10/31,,,,
米徳老舗,523-0063,近江八幡市十王町７３３,,501671111,R08/03/01,R08/03/01,※菓子製造業,菓子製造,,R14/02/29,,,,
ＴＡＣＨＡＲＥＳ（タハレス）,523-0898,近江八幡市鷹飼町南三丁目３－８　村田ビル３Ｆ,,501672101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
近江まる福,523-0005,近江八幡市末広町２８０－５,,501693109,R08/03/01,R08/03/01,※食肉処理業,獣肉処理,,R14/02/29,,,,
施設名非表示（個人名のため）,523-0056,近江八幡市古川町６２１,,501732104,R05/03/01,R05/03/01,※魚介類販売業,,,R11/02/28,,,,
施設名非表示（個人名のため）,523-0056,近江八幡市古川町６２１,,501732116,R05/03/01,R05/03/01,※水産製品製造業,,,R11/02/28,,,,
ぐらでいる,523-0871,近江八幡市新町四丁目２－４,,501735101,R05/03/01,R05/03/01,※飲食店営業,簡易な営業,,R11/02/28,簡易な営業に限る,,,
初雪食堂,523-0861,近江八幡市仲屋町元７,有限会社初雪,501801101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R12/02/28,,,,
